id,locationCode,latitude,longitude,floor,areaId,name,isValidDestination,isAccessible,locationCategoryId
842,87H52H52+7M2,41.00813893135300,-76.44835351840530,3,1,p,0,1,5
843,87H52H52+7M6,41.00815318802530,-76.4483649576875,3,1,p,0,1,5
844,87H52H52+6MV,41.00812125556790,-76.44833934793430,3,1,p,0,1,5
845,87H52H52+6MF,41.00807189522100,-76.44831531551930,3,1,p,0,1,5
846,87H52H52+6MP,41.008093047538600,-76.44828364006730,3,1,p,0,1,5
847,87H52H52+6MX,41.00810757793450,-76.4482523513718,3,1,p,0,1,5
848,87H52H52+6PR,41.00811615822260,-76.44823393301580,3,1,p,0,1,5
849,87H52H52+7P2,41.00812727258030,-76.44824281892970,3,1,p,0,1,5
850,87H52H52+7P2,41.008125306768700,-76.44824733872320,3,1,p,0,1,5
851,87H52H52+7P3,41.008126612558600,-76.44821153490700,3,1,p,0,1,5
852,87H52H52+6PV,41.00810720834220,-76.44819593399390,3,1,p,0,1,5
853,87H52H52+7P7,41.00815191976070,-76.44818996934520,3,1,p,0,1,5
854,87H52H52+7PF,41.00818435423320,-76.4482159235196,3,1,p,0,1,5
855,87H52H52+7M9,41.00816292352040,-76.44826232927850,3,1,p,0,1,5
856,87H52H52+7MQ,41.00820529029020,-76.44827003316010,3,1,p,0,1,5
857,87H52H52+7MM,41.00821420783280,-76.44832069681450,3,1,p,0,1,5
858,87H52H52+8P2,41.00826885507660,-76.44824832419140,3,1,p,0,1,5
859,87H52H52+8MH,41.008300372863100,-76.44827351037910,3,1,p,0,1,5
860,87H52H52+8MP,41.00834845325540,-76.44831197281280,3,1,p,0,1,5
861,87H52H52+8MW,41.00835589714430,-76.44829618212330,3,1,p,0,1,5
862,87H52H52+8MV,41.00836007759210,-76.44832122023930,3,1,p,0,1,5
863,87H52H52+8MV,41.00836402752400,-76.44832470927790,3,1,p,0,1,5
864,87H52H52+9M3,41.0083779430713,-76.44833569313980,3,1,p,0,1,5
865,87H52H52+9M3,41.00838654759320,-76.44831669288710,3,1,p,0,1,5
866,87H52H52+9M2,41.00839673371980,-76.44835088297460,3,1,p,0,1,5
867,87H52H52+9M6,41.0084218808105,-76.4483710594809,3,1,p,0,1,5
868,87H52H52+9JH,41.00844209544760,-76.4483872324237,3,1,p,0,1,5
869,87H52H52+9MJ,41.00845499197720,-76.4483594972564,3,1,p,0,1,5
870,87H52H52+9MR,41.008480021575800,-76.44835108130390,3,1,p,0,1,5
871,87H52H52+CM3,41.00850830666180,-76.44834138999200,3,1,p,0,1,5
872,87H52H52+9MR,41.00849810497780,-76.44836346309740,3,1,p,0,1,5
873,87H52H52+CJ5,41.00852124538150,-76.44838205294270,3,1,p,0,1,5
874,87H52H52+8PJ,41.0083429360793,-76.44822148169370,3,1,p,0,1,5
875,87H52H52+8P7,41.008290822737700,-76.44820103115990,3,1,p,0,1,5
876,87H52H52+8P7,41.00828214566140,-76.44819385262110,3,1,p,0,1,5
877,87H52H52+8PH,41.008318279804800,-76.44814194871750,3,1,p,0,1,5
878,87H52H52+8PQ,41.008330301462500,-76.44815153552070,3,1,p,0,1,5
879,87H52H52+8PQ,41.00832585531220,-76.44812543338800,3,1,p,0,1,5
880,87H52H52+8QJ,41.00833031007910,-76.4481161285943,3,1,p,0,1,5
881,87H52H52+8QJ,41.008338001772300,-76.44809938601560,3,1,p,0,1,5
882,87H52H52+8QR,41.00835049641310,-76.4481093054107,3,1,p,0,1,5
883,87H52H52+8QV,41.00835041242920,-76.44807224020240,3,1,p,0,1,5
884,87H52H52+8QW,41.0083683343706,-76.44803409190580,3,1,p,0,1,5
885,87H52H52+9Q5,41.008379924252800,-76.44800900574220,3,1,p,0,1,5
886,87H52H52+9Q5,41.00839830777860,-76.4480238387334,3,1,p,0,1,5
887,87H52H52+9Q9,41.00842306006000,-76.4480154188685,3,1,p,0,1,5
888,87H52H52+9QH,41.00844149733160,-76.4480090618838,3,1,p,0,1,5
889,87H52H52+9RC,41.00843799833690,-76.44798891210310,3,1,p,0,1,5
890,87H52H52+9RM,41.00845179481440,-76.44795893764200,3,1,p,0,1,5
955,87H52H42+PPJ,41.00683481577090,-76.44824848544880,0,2,8,1,1,4
956,87H52H42+QM5,41.00687913362990,-76.44827912989670,0,2,11,1,1,3
957,87H52H42+QM8,41.006909958509400,-76.44828566189930,0,2,12,1,1,3
958,87H52H42+QMM,41.00697200065860,-76.4483218638202,0,2,15,1,1,4
959,87H52H42+RM6,41.007042717440400,-76.44837235355330,0,2,17,1,1,4
960,87H52H42+QM6,41.00692050668160,-76.44836844999540,0,2,24,1,1,4
961,87H52H42+PMH,41.00680179988320,-76.44827788147240,0,2,27,1,1,4
918,87H52H42+MMV,41.00674415261230,-76.44832158289150,0,2,p,0,1,5
919,87H52H42+QJJ,41.006952562873800,-76.44848180474130,0,2,p,0,1,5
924,87H52H42+QM8,41.00692495374240,-76.44830616724970,0,2,el,0,1,2
925,87H52H42+PM4,41.00675660312900,-76.44829376994940,0,2,p,0,1,5
926,87H52H42+PM4,41.00675230941510,-76.44829025287740,0,2,p,0,1,5
927,87H52H42+PP2,41.006774606023400,-76.44824037682710,0,2,p,0,1,5
928,87H52H42+PP6,41.00677927877260,-76.44824353206300,0,2,p,0,1,5
929,87H52H42+PP6,41.00678425362460,-76.44824767257690,0,2,p,0,1,5
930,87H52H42+PM4,41.00675672493370,-76.44830933252960,0,2,p,0,1,5
931,87H52H42+PP6,41.006783529077700,-76.44823421194880,0,2,p,0,1,5
932,87H52H42+PMH,41.00681149818240,-76.44825573847610,0,2,p,0,1,5
933,87H52H42+PMQ,41.00682639834820,-76.44826706560850,0,2,p,0,1,5
934,87H52H42+QM4,41.00688182357900,-76.44830955699430,0,2,p,0,1,5
935,87H52H42+QM4,41.00689122979420,-76.44828842970830,0,2,p,0,1,5
936,87H52H42+QM5,41.006896928499000,-76.44827579176080,0,2,p,0,1,5
937,87H52H42+QM7,41.00691271550550,-76.44833342314800,0,2,p,0,1,5
938,87H52H42+QMC,41.006930156151300,-76.4483468830477,0,2,p,0,1,5
939,87H52H42+QMJ,41.00696237223320,-76.44837173327350,0,2,p,0,1,5
940,87H52H42+QMJ,41.006973035288700,-76.44834789639770,0,2,p,0,1,5
941,87H52H42+QMM,41.00696367090150,-76.44834047040900,0,2,p,0,1,5
942,87H52H42+QMR,41.006989459695800,-76.4483603817451,0,2,p,0,1,5
943,87H52H42+RM3,41.00700909213070,-76.44831631549340,0,2,p,0,1,5
944,87H52H42+RM6,41.007046332852900,-76.44834492262760,0,2,p,0,1,5
945,87H52H42+RM6,41.007036251252400,-76.44836767638620,0,2,p,0,1,5
946,87H52H42+RM2,41.00700743217680,-76.44837433321800,0,2,p,0,1,5
947,87H52H42+RJ9,41.007026626543300,-76.44838897202280,0,2,p,0,1,5
948,87H52H42+QJX,41.00698720572200,-76.44839100649890,0,2,p,0,1,5
949,87H52H42+QJX,41.006996648527800,-76.44839806039650,0,2,p,0,1,5
950,87H52H42+QJX,41.006984017394700,-76.44839803429290,0,2,p,0,1,5
951,87H52H42+QJX,41.006993568040200,-76.44840528597420,0,2,p,0,1,5
952,87H52H42+QJJ,41.00696462559940,-76.44846980397600,0,2,p,0,1,5
953,87H52H42+QJM,41.006959683508500,-76.44846615869130,0,2,p,0,1,5
954,87H52H42+QJM,41.00695508931830,-76.44846259318130,0,2,p,0,1,5
920,87H52H42+PM4,41.0067533107345,-76.44830666819830,0.5,2,s,0,0,1
921,87H52H42+QJM,41.006958236422600,-76.44846493855360,0.5,2,s,0,0,1
922,87H52H42+PP2,41.00677123013680,-76.44824804645760,0,2,S,0,0,1
923,87H52H42+RJ5,41.007014214104600,-76.44837937610150,0,2,S,0,0,1
1000,87H52H42+MPW,41.00674798270430,-76.44818333419950,1,2,103,1,1,4
1001,87H52H42+MMQ,41.00672335660590,-76.44826018582490,1,2,104,1,1,4
1002,87H52H42+PPR,41.00685927606060,-76.4482386019799,1,2,105,1,1,4
1003,87H52H42+PPF,41.006815826126,-76.44820511301090,1,2,106,1,1,4
1004,87H52H42+PPM,41.00683653088770,-76.44819950293640,1,2,107,1,1,4
1005,87H52H42+PPR,41.00686636591360,-76.44822276098120,1,2,108,1,1,4
1006,87H52H42+QP2,41.00687515968910,-76.44822956426980,1,2,109,1,1,4
1007,87H52H42+QM5,41.00688337322450,-76.44825718882800,1,2,110,1,1,4
1008,87H52H42+QMP,41.00695026648680,-76.44828356980190,1,2,112,1,1,4
1009,87H52H42+QMP,41.00697081986000,-76.44830946402140,1,2,113,1,1,4
1010,87H52H42+RM2,41.00701274333140,-76.44837285407550,1,2,114,1,1,4
1011,87H52H42+RJ8,41.00703583558270,-76.44841417064840,1,2,115,1,1,4
1012,87H52H42+RJ2,41.00700100159780,-76.44848311895290,1,2,116,1,1,4
1013,87H52H42+QJQ,41.00695883705250,-76.44840520115390,1,2,118,1,1,3
1014,87H52H42+PMR,41.00686900561920,-76.44835975229730,1,2,120,1,1,4
1015,87H52H42+PMC,41.00680908344470,-76.44835409789810,1,2,124,1,1,4
1016,87H52H42+PMP,41.00682694503820,-76.44831072173880,1,2,125,1,1,4
1017,87H52H42+PM9,41.00679649874040,-76.44827961941750,1,2,127,1,1,3
962,87H52H42+QPC,41.00692965873840,-76.44822425194390,1,2,p,0,1,5
966,87H52H42+QMG,41.00692658939070,-76.44830938733620,1,2,el,0,1,2
967,87H52H42+MMW,41.00674531451670,-76.44829371231240,1,2,p,0,1,5
968,87H52H42+PM4,41.00675567606940,-76.44830168741860,1,2,p,0,1,5
969,87H52H42+PM5,41.00676339323610,-76.44825347315780,1,2,p,0,1,5
970,87H52H42+PM5,41.00676921620260,-76.44825796821370,1,2,p,0,1,5
971,87H52H42+PM5,41.00677373834410,-76.44826139253080,1,2,p,0,1,5
972,87H52H42+PP6,41.00677849885640,-76.44823743236290,1,2,p,0,1,5
973,87H52H42+MPV,41.0067451608559,-76.44821172212570,1,2,p,0,1,5
974,87H52H42+MPV,41.006737758184200,-76.44820610663950,1,2,p,0,1,5
975,87H52H42+PMH,41.00680594417510,-76.44825850356100,1,2,p,0,1,5
976,87H52H42+PMP,41.00683902328160,-76.44828389870710,1,2,p,0,1,5
977,87H52H42+PPM,41.0068293695506,-76.44821552992860,1,2,p,0,1,5
978,87H52H42+PPR,41.00686812614670,-76.44824535666830,1,2,p,0,1,5
979,87H52H42+QM3,41.00688651683000,-76.44832058548230,1,2,p,0,1,5
980,87H52H42+QM9,41.00690101082090,-76.44827332405620,1,2,p,0,1,5
981,87H52H42+QM9,41.006905798397800,-76.44827713758320,1,2,p,0,1,5
982,87H52H42+QM9,41.00691075683080,-76.44828091906850,1,2,p,0,1,5
983,87H52H42+QP6,41.00691444756000,-76.4482432729068,1,2,p,0,1,5
984,87H52H42+QP6,41.00691936752220,-76.44824702137870,1,2,p,0,1,5
985,87H52H42+QM9,41.0069241871047,-76.44825080097870,1,2,p,0,1,5
986,87H52H42+PJX,41.006855513325600,-76.44838977839510,1,2,p,0,1,5
987,87H52H42+QM7,41.00691256100970,-76.44834052301660,1,2,p,0,1,5
988,87H52H42+QMC,41.00693552508520,-76.44835815023400,1,2,p,0,1,5
989,87H52H42+QMP,41.006960653975400,-76.44830177496270,1,2,p,0,1,5
990,87H52H42+QMP,41.006964136896700,-76.44829413468840,1,2,p,0,1,5
991,87H52H42+QJQ,41.006968511165700,-76.44838357816630,1,2,p,0,1,5
992,87H52H42+QJX,41.0069978470867,-76.44840618131330,1,2,p,0,1,5
993,87H52H42+RJ8,41.00702581130070,-76.44842779604040,1,2,p,0,1,5
994,87H52H42+RJ8,41.007028854263300,-76.44842994858740,1,2,p,0,1,5
995,87H52H42+QJW,41.006981861988600,-76.44842290026440,1,2,p,0,1,5
996,87H52H42+QJW,41.006988048726600,-76.44842759325850,1,2,p,0,1,5
997,87H52H42+QJW,41.006992707082100,-76.4484311808415,1,2,p,0,1,5
998,87H52H42+QJM,41.00696488872310,-76.44846096495450,1,2,p,0,1,5
999,87H52H42+QJR,41.006975710773500,-76.44846932892420,1,2,p,0,1,5
963,87H52H42+PM4,41.00675161161900,-76.44829852263530,1.5,2,s,0,0,1
964,87H52H42+QJM,41.006969029013300,-76.44846415590940,1.5,2,s,0,0,1
965,87H52H42+QM9,41.00691788952890,-76.44826506161320,1,2,S,0,0,1
1065,87H52H42+MMQ,41.006715451988000,-76.44826580771500,2,2,204,1,1,4
1066,87H52H42+MPJ,41.00671263826310,-76.44823759187490,2,2,205,1,1,4
1067,87H52H42+MPV,41.00673379585870,-76.4482098827589,2,2,206,1,1,4
1068,87H52H42+MPV,41.00673838514760,-76.44819871431100,2,2,207,1,1,4
1069,87H52H42+PP4,41.00675248005810,-76.44816584850640,2,2,208,1,1,4
1070,87H52H42+PP5,41.00675904692840,-76.44812929262890,2,2,209,1,1,4
1071,87H52H42+PQ6,41.00678214462090,-76.44811836168600,2,2,210,1,1,4
1072,87H52H42+PPC,41.006807320301000,-76.44822174168770,2,2,211,1,1,4
1073,87H52H42+PPM,41.006834937707300,-76.44821195882860,2,2,213,1,1,4
1074,87H52H42+PPV,41.00687211929640,-76.44821553670640,2,2,214,1,1,4
1075,87H52H42+QP2,41.0068818509323,-76.44822232666390,2,2,215,1,1,4
1076,87H52H42+QMH,41.006947200920500,-76.44826992589790,2,2,217,1,1,4
1077,87H52H42+QMV,41.006996006699900,-76.44832486109910,2,2,217A,1,1,4
1078,87H52H42+QMQ,41.00697076008790,-76.44827711548130,2,2,217B,1,1,4
1079,87H52H42+QM9,41.00692172848640,-76.44826093824980,2,2,217C,1,1,4
1080,87H52H42+QMJ,41.00697098705170,-76.44835026873020,2,2,218,1,1,4
1081,87H52H42+QMR,41.00699290272380,-76.44836678110370,2,2,219,1,1,4
1082,87H52H42+RM2,41.00700129538460,-76.44837375256200,2,2,220,1,1,4
1083,87H52H42+RM6,41.007027172641200,-76.44834515563240,2,2,222,1,1,4
1084,87H52H42+RMF,41.00707288896830,-76.44834343356740,2,2,223,1,1,4
1085,87H52H42+RMJ,41.00707708126040,-76.44837192949650,2,2,224,1,1,4
1086,87H52H42+RJH,41.007055417769500,-76.44839874158600,2,2,225,1,1,4
1087,87H52H42+RJ8,41.007041307659800,-76.44843153271470,2,2,226,1,1,4
1088,87H52H42+RJ7,41.00703604727210,-76.44844295659190,2,2,227,1,1,4
1089,87H52H42+RJ6,41.007029370842900,-76.44848028686300,2,2,228,1,1,4
1090,87H52H42+RJ2,41.007007486366400,-76.4484879724619,2,2,229,1,1,4
1091,87H52H42+QJQ,41.00695895925720,-76.44840355955580,2,2,231,1,1,3
1092,87H52H42+QJH,41.00693422605100,-76.4484048077877,2,2,234,1,1,4
1093,87H52H42+QJ8,41.00691564439070,-76.44841438498700,2,2,235,1,1,4
1094,87H52H42+QJ8,41.00690476553090,-76.44840767450400,2,2,236,1,1,4
1095,87H52H42+PJX,41.00686824748770,-76.44837812155770,2,2,237,1,1,4
1096,87H52H42+PMR,41.00685824155220,-76.44836985105700,2,2,238,1,1,4
1097,87H52H42+PMF,41.00682020494270,-76.44834287148650,2,2,239,1,1,4
1098,87H52H42+PMF,41.00681267614120,-76.44833747218870,2,2,240,1,1,4
1099,87H52H42+PM9,41.00679698267220,-76.44827841318000,2,2,243,1,1,3
1100,87H52H42+PMX,41.00686470094130,-76.44825888418580,2,2,212,1,1,4
1018,87H52H42+QMG,41.006930155067200,-76.44830243712350,2,2,el,0,1,2
1019,87H52H42+MMW,41.00674311018290,-76.44829791519450,2,2,p,0,1,5
1020,87H52H42+PP2,41.00677486283960,-76.44822659563750,2,2,p,0,1,5
1021,87H52H42+PP3,41.00675707825860,-76.44821278413290,2,2,p,0,1,5
1022,87H52H42+PP2,41.00675218773270,-76.44822378209510,2,2,p,0,1,5
1023,87H52H42+MMX,41.0067376386819,-76.44825632089950,2,2,p,0,1,5
1024,87H52H42+MPJ,41.00672434001920,-76.44824629308880,2,2,p,0,1,5
1025,87H52H42+PP4,41.00677163013530,-76.44818041260980,2,2,p,0,1,5
1026,87H52H42+PP9,41.00678538473220,-76.4481495463958,2,2,p,0,1,5
1027,87H52H42+PP5,41.006772566098500,-76.44813958152060,2,2,p,0,1,5
1028,87H52H42+PP6,41.00679735149190,-76.44824388758570,2,2,p,0,1,5
1029,87H52H42+PMH,41.00680860473500,-76.44825267560940,2,2,p,0,1,5
1030,87H52H42+PMH,41.006814549025600,-76.44825718699420,2,2,p,0,1,5
1031,87H52H42+PMQ,41.006837325875500,-76.44827476896160,2,2,p,0,1,5
1032,87H52H42+PMQ,41.00683988829180,-76.44827685757420,2,2,p,0,1,5
1033,87H52H42+PPJ,41.00684960915750,-76.44824751291760,2,2,p,0,1,5
1034,87H52H42+PPR,41.006857803752500,-76.44822917771100,2,2,p,0,1,5
1035,87H52H42+PPR,41.006863862532900,-76.44823383831140,2,2,p,0,1,5
1036,87H52H42+PPR,41.00687341676360,-76.44824118771960,2,2,p,0,1,5
1037,87H52H42+PMF,41.0068214041654,-76.44831810239370,2,2,p,0,1,5
1038,87H52H42+PMM,41.0068287734218,-76.44832377105250,2,2,p,0,1,5
1039,87H52H42+PMR,41.00686611299580,-76.44835252770420,2,2,p,0,1,5
1040,87H52H42+QM2,41.006876131690900,-76.44836008130440,2,2,p,0,1,5
1041,87H52H42+QJ9,41.006913314434300,-76.4483888819666,2,2,p,0,1,5
1042,87H52H42+QJ9,41.00691940398550,-76.44839353669670,2,2,p,0,1,5
1043,87H52H42+QJ9,41.00692359765280,-76.4483966313649,2,2,p,0,1,5
1044,87H52H42+QM7,41.00691557068450,-76.44833489547410,2,2,p,0,1,5
1045,87H52H42+QMC,41.00693804496510,-76.44835237461290,2,2,p,0,1,5
1046,87H52H42+QMC,41.00694047782420,-76.44835397920580,2,2,p,0,1,5
1047,87H52H42+QMP,41.0069643251818,-76.4483007091426,2,2,p,0,1,5
1048,87H52H42+QMP,41.00696657538850,-76.44829561259750,2,2,p,0,1,5
1049,87H52H42+QMP,41.00696346287220,-76.44829303868390,2,2,p,0,1,5
1050,87H52H42+QMH,41.006943704418700,-76.44827775507530,2,2,p,0,1,5
1051,87H52H42+QMJ,41.006961818459600,-76.44837049486790,2,2,p,0,1,5
1052,87H52H42+QJQ,41.00697066954310,-76.44837745328990,2,2,p,0,1,5
1053,87H52H42+QJX,41.00698364358830,-76.44838721894980,2,2,p,0,1,5
1054,87H52H42+QJX,41.006992393758100,-76.4483939757994,2,2,p,0,1,5
1055,87H52H42+RJ5,41.00700418910980,-76.4484031328914,2,2,p,0,1,5
1056,87H52H42+QJJ,41.00697092919830,-76.4484773633927,2,2,p,0,1,5
1057,87H52H42+RMC,41.00706442232190,-76.44836214038470,2,2,p,0,1,5
1058,87H52H42+RMC,41.00705353312370,-76.44835390153970,2,2,p,0,1,5
1059,87H52H42+RM6,41.00704960867260,-76.44836252112230,2,2,p,0,1,5
1060,87H52H42+RJ9,41.00703901143300,-76.44838610619240,2,2,p,0,1,5
1061,87H52H42+RJ4,41.00702441619580,-76.44841876657090,2,2,p,0,1,5
1062,87H52H42+RJ4,41.00701928957950,-76.44843011865610,2,2,p,0,1,5
1063,87H52H42+RJ3,41.00700521969820,-76.44846147335950,2,2,p,0,1,5
1064,87H52H42+RJ2,41.00701567699110,-76.44846957839470,2,2,p,0,1,5
1141,87H52H53+7F8,41.00817153786760,-76.4462922343321,1,3,110,1,1,4
1245,87H52H53+5FQ,41.00797034627530,-76.44627285933660,1,3,103,1,1,4
1246,87H52H53+6FJ,41.00808958591690,-76.4463642348928,1,3,108,1,1,4
1247,87H52H53+7F2,41.008142964537000,-76.44635768277210,1,3,109,1,1,4
1248,87H52H53+6FH,41.008059087591500,-76.4462542127371,1,3,112,1,1,3
1249,87H52H53+5GH,41.00794484336000,-76.4461292869395,1,3,113,1,1,4
1250,87H52H53+6G5,41.00801850472720,-76.44613332109670,1,3,114,1,1,3
1251,87H52H53+7F5,41.00814742655910,-76.44625042568470,1,3,117,1,1,4
1252,87H52H53+7FH,41.008179708141100,-76.4462748167773,1,3,118,1,1,4
1253,87H52H53+7GM,41.00820173785020,-76.44619129977340,1,3,121,1,1,4
1254,87H52H53+7GX,41.00823590318070,-76.4461495425211,1,3,122,1,1,4
1255,87H52H53+7GX,41.00824117271690,-76.44613929297180,1,3,123,1,1,4
1256,87H52H53+8H3,41.00826147407,-76.44609110134110,1,3,124,1,1,4
1257,87H52H53+8H3,41.00826678947220,-76.44608021101250,1,3,125,1,1,4
1258,87H52H53+7G9,41.008155480734000,-76.44613616467100,1,3,127,1,1,4
1259,87H52H53+7GH,41.00818412628270,-76.44614219817800,1,3,128,1,1,4
1260,87H52H53+7HC,41.00819834922620,-76.44609992189360,1,3,130,1,1,4
1261,87H52H53+7HM,41.00821269532550,-76.44606715553050,1,3,131,1,1,4
1262,87H52H53+7HP,41.008223076943100,-76.4460405405762,1,3,132,1,1,4
1263,87H52H53+6HV,41.008122106462700,-76.44606863597210,1,3,134,1,1,4
1264,87H52H53+5JC,41.00793477801010,-76.44597329956550,1,3,135,1,1,4
1265,87H52H53+6HX,41.008103852862100,-76.44603015900700,1,3,136,1,1,4
1266,87H52H53+6J7,41.008034696582600,-76.44594478882080,1,3,137,1,1,4
1267,87H52H53+5JP,41.00797309646370,-76.44593132328110,1,3,138,1,1,4
1268,87H52H53+5JG,41.007939240155000,-76.44590762886420,1,3,139,1,1,4
1269,87H52H53+6JV,41.008121642156600,-76.44594630570990,1,3,140A,1,1,4
1270,87H52H53+5MV,41.00798233441330,-76.4458400637231,1,3,140B,1,1,4
1271,87H52H53+5PR,41.007992458574800,-76.44573710721980,1,3,142,1,1,4
1272,87H52H53+7M6,41.00816631323290,-76.44587352693970,1,3,144,1,1,4
1273,87H52H53+4PC,41.00781068998300,-76.44574719259270,1,3,146,1,1,4
1274,87H52H53+4MP,41.00784090229710,-76.44579074396590,1,3,146A,1,1,4
1275,87H52H53+4MG,41.007820121000900,-76.44581062352460,1,3,147,1,1,4
1276,87H52H53+4MF,41.007821362771600,-76.44583377051010,1,3,148,1,1,4
1277,87H52H53+4MC,41.00780669925850,-76.44586655934220,1,3,149,1,1,4
1278,87H52H53+4J9,41.00779702749330,-76.44588545802670,1,3,150,1,1,4
1279,87H52H53+4M8,41.007780472941700,-76.44578797430170,1,3,151,1,1,4
1280,87H52H53+4M3,41.00776976118760,-76.44581798502520,1,3,152,1,1,4
1281,87H52H53+4M3,41.00775379027350,-76.44584147397220,1,3,153,1,1,4
1282,87H52H53+3HJ,41.00771767464670,-76.44610337888790,1,3,163,1,1,4
1283,87H52H53+3HM,41.00770294428800,-76.44607328934820,1,3,164,1,1,4
1284,87H52H53+4H8,41.00779440772040,-76.44605229091110,1,3,166,1,1,3
1285,87H52H53+5H4,41.0078927436043,-76.4460373952778,1,3,167,1,1,3
1286,87H52H53+3JJ,41.007701076722800,-76.44599548688590,1,3,170,1,1,4
1287,87H52H53+5H6,41.00790167962100,-76.44611568047940,1,3,159,1,1,4
1288,87H52H53+4GP,41.00782676893750,-76.44618079865560,1,3,161,1,1,4
1101,87H52H53+4FX,41.0078733398607,-76.44627226819370,1,3,p,0,1,5
1102,87H52H53+5CX,41.00798058813480,-76.44637640523220,1,3,p,0,1,5
1103,87H52H53+4G3,41.00775064155240,-76.44620778210020,1,3,p,0,1,5
1104,87H52H53+7FW,41.00824329810560,-76.44628143070060,1,3,p,0,1,5
1105,87H52H53+3MC,41.00767907596130,-76.44585464280360,1,3,p,0,1,5
1106,87H52H53+7GR,41.0082392045371,-76.44624294588700,1,3,p,0,1,5
1107,87H52H53+3MM,41.00770787277840,-76.44584086914160,1,3,p,0,1,5
1108,87H52H53+8J6,41.00827586477590,-76.44599412838220,1,3,p,0,1,5
1109,87H52H53+4PW,41.00785816753540,-76.44568196908470,1,3,p,0,1,5
1110,87H52H53+7JV,41.00824263097930,-76.44595224157180,1,3,p,0,1,5
1111,87H52H53+5P7,41.0079006242504,-76.44569405894040,1,3,p,0,1,5
1112,87H52H53+6MQ,41.0080949450869,-76.44577180182940,1,3,p,0,1,5
1121,87H52H53+6FF,41.00805308004220,-76.44632916015760,1,3,el,0,1,2
1122,87H52H53+5F5,41.00788007909300,-76.44625773125120,1,3,p,0,1,5
1123,87H52H53+5F5,41.00789750893590,-76.4462706848279,1,3,p,0,1,5
1124,87H52H53+4GR,41.0078631849135,-76.44624477878680,1,3,p,0,1,5
1125,87H52H53+5G7,41.007924471128700,-76.44620985094200,1,3,p,0,1,5
1126,87H52H53+5G4,41.00788973523480,-76.4461838012521,1,3,p,0,1,5
1127,87H52H53+4GQ,41.00784136980490,-76.44614730077290,1,3,p,0,1,5
1128,87H52H53+5FX,41.0079797176311,-76.4462516270882,1,3,p,0,1,5
1129,87H52H53+6F8,41.00802880041030,-76.44628873285240,1,3,p,0,1,5
1130,87H52H53+6F4,41.00801957350710,-76.44630913033980,1,3,p,0,1,5
1131,87H52H53+5FW,41.007998917992100,-76.44629351182190,1,3,p,0,1,5
1132,87H52H53+5FR,41.0079752027513,-76.44634708195860,1,3,p,0,1,5
1133,87H52H53+5FR,41.00798679034350,-76.44636200245310,1,3,p,0,1,5
1134,87H52H53+5FR,41.00799405214670,-76.44636758486550,1,3,p,0,1,5
1135,87H52H53+6FF,41.008060576828800,-76.44631263028780,1,3,p,0,1,5
1136,87H52H53+6FF,41.00806590361500,-76.44631673656200,1,3,p,0,1,5
1137,87H52H53+6FM,41.00807717009710,-76.4463253272848,1,3,p,0,1,5
1138,87H52H53+6FC,41.00806778861940,-76.4463477615995,1,3,p,0,1,5
1139,87H52H53+6FQ,41.00808472838270,-76.44627359578090,1,3,p,0,1,5
1140,87H52H53+6GR,41.00810035434150,-76.44623844194380,1,3,p,0,1,5
1142,87H52H53+6GR,41.008108114325400,-76.44622085157090,1,3,p,0,1,5
1143,87H52H53+6GV,41.008116920434800,-76.44620111668490,1,3,p,0,1,5
1144,87H52H53+7G2,41.008146893370300,-76.44622383663680,1,3,p,0,1,5
1145,87H52H53+7G7,41.00815412465160,-76.44620760177030,1,3,p,0,1,5
1146,87H52H53+7FW,41.00822629775230,-76.44628378157080,1,3,p,0,1,5
1147,87H52H53+7FX,41.008231614084000,-76.44627253006570,1,3,p,0,1,5
1148,87H52H53+7FX,41.008228301467100,-76.44626348920860,1,3,p,0,1,5
1149,87H52H53+6GW,41.008123369292600,-76.4461855440614,1,3,p,0,1,5
1150,87H52H53+6GW,41.008107382375200,-76.44617336616930,1,3,p,0,1,5
1151,87H52H53+6GX,41.008117409801600,-76.44615112492750,1,3,p,0,1,5
1152,87H52H53+7G8,41.00816046208850,-76.44618359504040,1,3,p,0,1,5
1153,87H52H53+7G8,41.00816858555450,-76.44616628963320,1,3,p,0,1,5
1154,87H52H53+7G8,41.00817032404230,-76.44616158024070,1,3,p,0,1,5
1155,87H52H53+7G9,41.008174915503400,-76.44615079353020,1,3,p,0,1,5
1156,87H52H53+7GG,41.00818476914380,-76.4461784903126,1,3,p,0,1,5
1157,87H52H53+7GG,41.00819212099740,-76.44616230452100,1,3,p,0,1,5
1158,87H52H53+7GP,41.00820159477630,-76.4461624524427,1,3,p,0,1,5
1159,87H52H53+7GP,41.008204014398300,-76.44615727624250,1,3,p,0,1,5
1160,87H52H53+7GQ,41.008214585735200,-76.44613350570990,1,3,p,0,1,5
1161,87H52H53+7HJ,41.008219139580200,-76.4461228882912,1,3,p,0,1,5
1162,87H52H53+7HJ,41.00822143004050,-76.44611758557200,1,3,p,0,1,5
1163,87H52H53+7HV,41.00823585150260,-76.44608468850240,1,3,p,0,1,5
1164,87H52H53+7HV,41.008240192793400,-76.44607499687550,1,3,p,0,1,5
1165,87H52H53+7HV,41.00824514544020,-76.44606379497980,1,3,p,0,1,5
